입영월,군사특기명,입영부대,접수인원,지원인원,남은인원,커트라인
2023년6월,K계열전차승무,육군훈련소,96,100,4,46
2023년6월,장갑차조종,육군훈련소,117,118,1,46
2023년6월,장갑차부대정비,육군훈련소,12,38,26,65
2023년6월,K-21보병전투차량승무,육군훈련소,23,33,10,46
2023년6월,K-55자주포조종,육군훈련소,32,38,6,46
2023년6월,K-9자주포조종,육군훈련소,34,42,8,46
2023년6월,K239포병,육군훈련소,30,18,-12,52
2023년6월,M/A포병,육군훈련소,4,2,-2,0
2023년6월,사격지휘,육군훈련소,80,37,-43,56
2023년6월,포병레이더,육군훈련소,1,2,1,93
2023년6월,포병측지,육군훈련소,17,15,-2,54
2023년6월,현무포병,육군훈련소,7,8,1,60
2023년6월,발칸운용/정비,육군훈련소,62,183,121,52
2023년6월,비호운용/정비,육군훈련소,29,82,53,50
2023년6월,휴대용유도무기운용/정비,육군훈련소,16,206,190,57
2023년6월,천마운용/정비,육군훈련소,19,109,90,61
2023년6월,방공레이더운용/정비,육군훈련소,16,132,116,60
2023년6월,군사정보,육군훈련소,26,67,41,63
2023년6월,감시장비운용,육군훈련소,173,127,-46,50
2023년6월,배관/기계설비,육군훈련소,2,6,4,80
2023년6월,전기설비,육군훈련소,1,35,34,92
2023년6월,도하장비조종,육군훈련소,7,14,7,63
2023년6월,정수장비운용,육군훈련소,11,36,25,66
2023년6월,공기압축기운용,육군훈련소,1,2,1,90
2023년6월,크레인운용,육군훈련소,5,17,12,68
2023년6월,로더운전,육군훈련소,9,25,16,66
2023년6월,전술통신장비운용/정비,육군훈련소,199,128,-71,52
2023년6월,무선전송장비운용/정비,육군훈련소,102,101,-1,52
2023년6월,이동통신장비운용/정비,육군훈련소,94,55,-39,55
2023년6월,교환시설운용/정비,육군훈련소,10,13,3,56
2023년6월,MW운용/정비,육군훈련소,14,54,40,81
2023년6월,위성운용/정비,육군훈련소,47,49,2,53
2023년6월,레이다운용/정비,육군훈련소,20,28,8,59
2023년6월,네트워크운용/정비,육군훈련소,75,64,-11,52
2023년6월,전술C4I운용/정비,육군훈련소,85,86,1,56
2023년6월,정보체계운용/정비,육군훈련소,31,39,8,56
2023년6월,기동헬기운용,육군훈련소,27,38,11,52
2023년6월,화생방제독,육군훈련소,63,104,41,52
2023년6월,총기정비,육군훈련소,8,12,4,52
2023년6월,무선장비정비,육군훈련소,10,32,22,68
2023년6월,발전기정비,육군훈련소,5,26,21,88
2023년6월,용접/기계공작,육군훈련소,1,23,22,95
2023년6월,의무장비정비,육군훈련소,6,36,30,87
2023년6월,탄약관리,육군훈련소,133,122,-11,48
2023년6월,장비수리부속공구보급,육군훈련소,18,40,22,60
2023년6월,편성보급,육군훈련소,32,71,39,60
2023년6월,지원보급,육군훈련소,71,90,19,52
2023년6월,물자근무지원,육군훈련소,15,49,34,62
2023년6월,조리,육군훈련소,278,332,54,46
2023년6월,수송운용(차량운전),육군훈련소,906,1698,792,99
2023년6월,수송운용(차량운전),1사단,61,173,112,102
2023년6월,수송운용(차량운전),25사단,30,100,70,102
2023년6월,수송운용(차량운전),9사단,61,218,157,104
2023년6월,수송운용(차량운전),3사단,53,135,82,99
2023년6월,수송운용(차량운전),6사단,64,131,67,98
2023년6월,수송운용(차량운전),5사단,60,145,85,102
2023년6월,수송운용(차량운전),28사단,60,145,85,100
2023년6월,수송운용(차량운전),51사단,39,190,151,106
2023년6월,수송운용(차량운전),55사단,51,272,221,105
2023년6월,견인차량운전,육군훈련소,30,41,11,95
2023년6월,차륜형장갑차운전,육군훈련소,34,36,2,93
2023년6월,차량부대정비,육군훈련소,58,49,-9,55
2023년6월,구난차량운전,육군훈련소,35,47,12,93
2023년6월,군사경찰,육군훈련소,83,157,74,48
2023년6월,일반의무,육군훈련소,170,883,713,74
2023년6월,배관/기계설비(중졸),육군훈련소,1,0,-1,0
2023년6월,전기설비(중졸),육군훈련소,1,0,-1,0
2023년6월,용접/기계공작(중졸),육군훈련소,1,0,-1,0
2023년6월,조리(중졸),육군훈련소,8,0,-8,0
2023년6월,수송운용(중졸),육군훈련소,44,1,-43,50
2023년6월,견인차량운전(중졸),육군훈련소,2,0,-2,0
2023년6월,지게차운전(중졸),육군훈련소,1,0,-1,0
2023년6월,차량부대정비(중졸),육군훈련소,10,0,-10,0
2023년6월,구난차량운전(중졸),육군훈련소,5,0,-5,0
2023년6월,전문치과,육군훈련소,2,9,7,71
2023년6월,전문임상병리,육군훈련소,2,4,2,78
2023년6월,전문방사선촬영,육군훈련소,5,5,0,75
2023년6월,전문약제,육군훈련소,15,53,38,80
2023년6월,전문물리치료,육군훈련소,3,21,18,79
2023년6월,천호운용/정비,육군훈련소,12,38,26,51
2023년6월,신호정보/전자전운용,육군훈련소,27,56,29,63
2023년7월,K계열전차승무,육군훈련소,63,64,1,46
2023년7월,전차통신정비,육군훈련소,3,6,3,58
2023년7월,장갑차조종,육군훈련소,77,61,-16,46
2023년7월,장갑차부대정비,육군훈련소,11,26,15,60
2023년7월,K-21보병전투차량승무,육군훈련소,23,21,-2,46
2023년7월,K-55자주포조종,육군훈련소,62,6,-56,46
2023년7월,K-9자주포조종,육군훈련소,67,16,-51,48
2023년7월,K239포병,육군훈련소,15,21,6,48
2023년7월,M/A포병,육군훈련소,4,5,1,62
2023년7월,사격지휘,육군훈련소,124,11,-113,53
2023년7월,포병레이더,육군훈련소,2,4,2,57
2023년7월,포병측지,육군훈련소,16,18,2,54
2023년7월,현무포병,육군훈련소,6,9,3,56
2023년7월,발칸운용/정비,육군훈련소,62,139,77,50
2023년7월,오리콘운용/정비,육군훈련소,20,60,40,53
2023년7월,비호운용/정비,육군훈련소,28,64,36,50
2023년7월,방공작전통제,육군훈련소,30,122,92,54
2023년7월,휴대용유도무기운용/정비,육군훈련소,16,167,151,59
2023년7월,군사정보,육군훈련소,26,50,24,62
2023년7월,땅굴탐지,육군훈련소,18,2,-16,64
2023년7월,감시장비운용,육군훈련소,172,108,-64,54
2023년7월,소방장비,육군훈련소,15,35,20,62
2023년7월,배관/기계설비,육군훈련소,3,11,8,82
2023년7월,전기설비,육군훈련소,1,39,38,90
2023년7월,장갑전투도저운전,육군훈련소,5,6,1,60
2023년7월,공기압축기운용,육군훈련소,2,2,0,62
2023년7월,크레인운용,육군훈련소,5,14,9,68
2023년7월,발전기운용/정비,육군훈련소,10,18,8,70
2023년7월,전술통신장비운용/정비,육군훈련소,187,21,-166,52
2023년7월,무선전송장비운용/정비,육군훈련소,97,43,-54,54
2023년7월,이동통신장비운용/정비,육군훈련소,118,5,-113,59
2023년7월,정보통신망관리장비운용/정비,육군훈련소,15,23,8,56
2023년7월,교환시설운용/정비,육군훈련소,13,6,-7,58
2023년7월,MW운용/정비,육군훈련소,14,55,41,86
2023년7월,위성운용/정비,육군훈련소,22,36,14,61
2023년7월,레이다운용/정비,육군훈련소,40,13,-27,57
2023년7월,네트워크운용/정비,육군훈련소,90,37,-53,54
2023년7월,전술C4I운용/정비,육군훈련소,69,34,-35,55
2023년7월,정보체계운용/정비,육군훈련소,55,42,-13,54
2023년7월,항공운항/관제,육군훈련소,12,33,21,64
2023년7월,기동헬기운용,육군훈련소,58,24,-34,55
2023년7월,화생방제독,육군훈련소,61,44,-17,46
2023년7월,화생방정찰,육군훈련소,18,47,29,64
2023년7월,총기정비,육군훈련소,8,13,5,59
2023년7월,화포정비,육군훈련소,1,1,0,67
2023년7월,광학기재정비,육군훈련소,7,22,15,89
2023년7월,감시장비정비,육군훈련소,2,9,7,68
2023년7월,자주포야전정비,육군훈련소,4,3,-1,62
2023년7월,장갑차야전정비,육군훈련소,3,3,0,62
2023년7월,유선장비정비,육군훈련소,7,10,3,58
2023년7월,무선장비정비,육군훈련소,8,12,4,62
2023년7월,특수통신장비정비,육군훈련소,4,6,2,60
2023년7월,차량정비,육군훈련소,7,54,47,87
2023년7월,발전기정비,육군훈련소,8,14,6,84
2023년7월,용접/기계공작,육군훈련소,1,27,26,96
2023년7월,화생방장비정비,육군훈련소,4,7,3,56
2023년7월,탄약관리,육군훈련소,167,61,-106,52
2023년7월,장비수리부속공구보급,육군훈련소,18,34,16,56
2023년7월,편성보급,육군훈련소,33,37,4,54
2023년7월,영현등록,육군훈련소,4,7,3,64
2023년7월,지원보급,육군훈련소,69,51,-18,52
2023년7월,연료관리,육군훈련소,25,5,-20,51
2023년7월,물자근무지원,육군훈련소,15,38,23,61
2023년7월,조리,육군훈련소,339,178,-161,45
2023년7월,수송운용(차량운전),육군훈련소,1357,1470,113,93
2023년7월,수송운용(차량운전),1사단,61,193,132,104
2023년7월,수송운용(차량운전),25사단,61,123,62,97
2023년7월,수송운용(차량운전),9사단,60,221,161,105
2023년7월,수송운용(차량운전),3사단,53,67,14,93
2023년7월,수송운용(차량운전),6사단,64,79,15,93
2023년7월,수송운용(차량운전),5사단,60,90,30,96
2023년7월,수송운용(차량운전),28사단,30,86,56,100
2023년7월,수송운용(차량운전),55사단,24,349,325,111
2023년7월,견인차량운전,육군훈련소,30,17,-13,93
2023년7월,지게차운전,육군훈련소,29,58,29,68
2023년7월,차륜형장갑차운전,육군훈련소,34,10,-24,93
2023년7월,차량부대정비,육군훈련소,14,22,8,58
2023년7월,K-53계열차량운전,육군훈련소,4,2,-2,97
2023년7월,구난차량운전,육군훈련소,35,26,-9,93
2023년7월,크레인차량운전,육군훈련소,16,5,-11,97
2023년7월,전장이동통제,육군훈련소,16,86,70,77
2023년7월,항만운용,육군훈련소,11,30,19,66
2023년7월,선박운용,육군훈련소,3,5,2,52
2023년7월,군사경찰,육군훈련소,166,150,-16,46
2023년7월,재정회계,육군훈련소,9,47,38,81
2023년7월,일반의무,육군훈련소,280,785,505,72
2023년7월,수의,육군훈련소,29,44,15,61
2023년7월,배관/기계설비(중졸),육군훈련소,1,0,-1,0
2023년7월,전기설비(중졸),육군훈련소,1,1,0,46
2023년7월,용접/기계공작(중졸),육군훈련소,1,0,-1,0
2023년7월,조리(중졸),육군훈련소,10,0,-10,0
2023년7월,수송운용(중졸),육군훈련소,68,0,-68,0
2023년7월,견인차량운전(중졸),육군훈련소,2,0,-2,0
2023년7월,지게차운전(중졸),육군훈련소,2,0,-2,0
2023년7월,차량부대정비(중졸),육군훈련소,10,0,-10,0
2023년7월,구난차량운전(중졸),육군훈련소,5,0,-5,0
2023년7월,선박운용(중졸),육군훈련소,1,0,-1,0
2023년7월,전문간호,육군훈련소,6,27,21,87
2023년7월,신호정보/전자전운용,육군훈련소,14,36,22,70
2023년8월,K계열전차승무,육군훈련소,32,43,11,46
2023년8월,M계열전차승무,육군훈련소,35,10,-25,46
2023년8월,장갑차조종,육군훈련소,43,24,-19,46
2023년8월,장갑차부대정비,육군훈련소,12,14,2,56
2023년8월,K-21보병전투차량승무,육군훈련소,23,8,-15,46
2023년8월,K-21보병전투차량부대정비,육군훈련소,7,6,-1,52
2023년8월,K239포병,육군훈련소,15,14,-1,56
2023년8월,M/A포병,육군훈련소,4,3,-1,58
2023년8월,사격지휘,육군훈련소,56,8,-48,54
2023년8월,포병레이더,육군훈련소,2,4,2,56
2023년8월,포병측지,육군훈련소,18,10,-8,57
2023년8월,현무포병,육군훈련소,5,10,5,58
2023년8월,발칸운용/정비,육군훈련소,70,96,26,46
2023년8월,비호운용/정비,육군훈련소,28,48,20,49
2023년8월,방공작전통제,육군훈련소,30,161,131,54
2023년8월,천마운용/정비,육군훈련소,19,81,62,60
2023년8월,군사정보,육군훈련소,13,32,19,62
2023년8월,감시장비운용,육군훈련소,85,52,-33,56
2023년8월,배관/기계설비,육군훈련소,8,8,0,70
2023년8월,전기설비,육군훈련소,1,32,31,91
2023년8월,다목적굴착기운전,육군훈련소,1,34,33,77
2023년8월,도하장비조종,육군훈련소,6,5,-1,56
2023년8월,공기압축기운용,육군훈련소,2,1,-1,84
2023년8월,크레인운용,육군훈련소,4,10,6,67
2023년8월,전술통신장비운용/정비,육군훈련소,139,158,19,46
2023년8월,무선전송장비운용/정비,육군훈련소,50,40,-10,54
2023년8월,이동통신장비운용/정비,육군훈련소,70,104,34,46
2023년8월,정보통신망관리장비운용/정비,육군훈련소,14,9,-5,60
2023년8월,교환시설운용/정비,육군훈련소,7,7,0,58
2023년8월,MW운용/정비,육군훈련소,28,70,42,70
2023년8월,위성운용/정비,육군훈련소,47,19,-28,57
2023년8월,레이다운용/정비,육군훈련소,39,11,-28,56
2023년8월,네트워크운용/정비,육군훈련소,67,22,-45,56
2023년8월,전술C4I운용/정비,육군훈련소,46,28,-18,53
2023년8월,정보체계운용/정비,육군훈련소,34,23,-11,56
2023년8월,항공운항/관제,육군훈련소,14,40,26,66
2023년8월,화생방제독,육군훈련소,31,60,29,52
2023년8월,전차정비,육군훈련소,5,6,1,60
2023년8월,무선장비정비,육군훈련소,9,18,9,61
2023년8월,차량정비,육군훈련소,1,44,43,89
2023년8월,공병장비정비,육군훈련소,4,6,2,62
2023년8월,발전기정비,육군훈련소,6,30,24,87
2023년8월,용접/기계공작,육군훈련소,1,12,11,92
2023년8월,의무장비정비,육군훈련소,7,29,22,83
2023년8월,탄약관리,육군훈련소,65,45,-20,56
2023년8월,장비수리부속공구보급,육군훈련소,18,14,-4,55
2023년8월,편성보급,육군훈련소,32,22,-10,56
2023년8월,지원보급,육군훈련소,23,36,13,49
2023년8월,연료관리,육군훈련소,25,5,-20,58
2023년8월,물자근무지원,육군훈련소,15,30,15,61
2023년8월,조리,육군훈련소,128,149,21,46
2023년8월,수송운용(차량운전),육군훈련소,732,887,155,95
2023년8월,수송운용(차량운전),1사단,61,174,113,103
2023년8월,수송운용(차량운전),25사단,60,126,66,98
2023년8월,수송운용(차량운전),9사단,31,127,96,104
2023년8월,수송운용(차량운전),3사단,26,32,6,93
2023년8월,수송운용(차량운전),6사단,64,76,12,93
2023년8월,수송운용(차량운전),5사단,60,88,28,96
2023년8월,수송운용(차량운전),28사단,90,122,32,95
2023년8월,수송운용(차량운전),51사단,62,206,144,101
2023년8월,수송운용(차량운전),55사단,53,211,158,102
2023년8월,견인차량운전,육군훈련소,30,5,-25,93
2023년8월,지게차운전,육군훈련소,25,32,7,62
2023년8월,K-53계열차량운전,육군훈련소,4,1,-3,103
2023년8월,전장이동통제,육군훈련소,16,58,42,73
2023년8월,항만운용,육군훈련소,11,25,14,65
2023년8월,재정회계,육군훈련소,9,38,29,75
2023년8월,의무보급,육군훈련소,15,84,69,69
2023년8월,배관/기계설비(중졸),육군훈련소,1,0,-1,0
2023년8월,전기설비(중졸),육군훈련소,1,0,-1,0
2023년8월,용접/기계공작(중졸),육군훈련소,1,0,-1,0
2023년8월,조리(중졸),육군훈련소,4,1,-3,51
2023년8월,수송운용(중졸),육군훈련소,37,0,-37,0
2023년8월,견인차량운전(중졸),육군훈련소,2,0,-2,0
2023년8월,지게차운전(중졸),육군훈련소,2,0,-2,0
2023년8월,전문치과,육군훈련소,1,3,2,77
2023년8월,전문임상병리,육군훈련소,2,2,0,79
2023년8월,전문방사선촬영,육군훈련소,5,4,-1,74
2023년8월,전문약제,육군훈련소,3,4,1,80
2023년8월,전문물리치료,육군훈련소,1,4,3,83
2023년8월,신호정보/전자전운용,육군훈련소,15,30,15,60
2023년9월,K계열전차승무,육군훈련소,31,0,-31,0
2023년9월,장갑차조종,육군훈련소,40,0,-40,0
2023년9월,K-55자주포조종,육군훈련소,31,0,-31,0
2023년9월,K-9자주포조종,육군훈련소,34,0,-34,0
2023년9월,K239포병,육군훈련소,30,0,-30,0
2023년9월,M/A포병,육군훈련소,4,0,-4,0
2023년9월,사격지휘,육군훈련소,84,0,-84,0
2023년9월,포병레이더,육군훈련소,1,0,-1,0
2023년9월,포병측지,육군훈련소,18,0,-18,0
2023년9월,현무포병,육군훈련소,5,0,-5,0
2023년9월,군사정보,육군훈련소,26,0,-26,0
2023년9월,감시장비운용,육군훈련소,83,0,-83,0
2023년9월,소방장비,육군훈련소,14,0,-14,0
2023년9월,장갑전투도저운전,육군훈련소,5,0,-5,0
2023년9월,정수장비운용,육군훈련소,10,0,-10,0
2023년9월,공기압축기운용,육군훈련소,1,0,-1,0
2023년9월,크레인운용,육군훈련소,4,0,-4,0
2023년9월,로더운전,육군훈련소,9,0,-9,0
2023년9월,발전기운용/정비,육군훈련소,3,0,-3,0
2023년9월,전술통신장비운용/정비,육군훈련소,198,0,-198,0
2023년9월,무선전송장비운용/정비,육군훈련소,76,0,-76,0
2023년9월,이동통신장비운용/정비,육군훈련소,68,0,-68,0
2023년9월,정보통신망관리장비운용/정비,육군훈련소,15,0,-15,0
2023년9월,교환시설운용/정비,육군훈련소,8,0,-8,0
2023년9월,위성운용/정비,육군훈련소,23,0,-23,0
2023년9월,레이다운용/정비,육군훈련소,18,0,-18,0
2023년9월,네트워크운용/정비,육군훈련소,41,0,-41,0
2023년9월,전술C4I운용/정비,육군훈련소,20,0,-20,0
2023년9월,정보체계운용/정비,육군훈련소,57,0,-57,0
2023년9월,기동헬기운용,육군훈련소,27,0,-27,0
2023년9월,화생방제독,육군훈련소,54,0,-54,0
2023년9월,유선장비정비,육군훈련소,7,0,-7,0
2023년9월,용접/기계공작,육군훈련소,1,0,-1,0
2023년9월,화생방장비정비,육군훈련소,5,0,-5,0
2023년9월,탄약관리,육군훈련소,60,0,-60,0
2023년9월,편성보급,육군훈련소,16,0,-16,0
2023년9월,지원보급,육군훈련소,47,0,-47,0
2023년9월,연료관리,육군훈련소,23,0,-23,0
2023년9월,물자근무지원,육군훈련소,15,0,-15,0
2023년9월,조리,육군훈련소,193,0,-193,0
2023년9월,수송운용(차량운전),육군훈련소,871,0,-871,0
2023년9월,수송운용(차량운전),1사단,30,0,-30,0
2023년9월,수송운용(차량운전),25사단,31,0,-31,0
2023년9월,수송운용(차량운전),9사단,60,0,-60,0
2023년9월,수송운용(차량운전),3사단,53,0,-53,0
2023년9월,수송운용(차량운전),6사단,64,0,-64,0
2023년9월,수송운용(차량운전),5사단,60,0,-60,0
2023년9월,수송운용(차량운전),51사단,33,0,-33,0
2023년9월,수송운용(차량운전),55사단,33,0,-33,0
2023년9월,견인차량운전,육군훈련소,30,0,-30,0
2023년9월,차륜형장갑차운전,육군훈련소,34,0,-34,0
2023년9월,크레인차량운전,육군훈련소,12,0,-12,0
2023년9월,전장이동통제,육군훈련소,16,0,-16,0
2023년9월,군사경찰,육군훈련소,166,0,-166,0
2023년9월,일반의무,육군훈련소,160,0,-160,0
2023년9월,용접/기계공작(중졸),육군훈련소,1,0,-1,0
2023년9월,조리(중졸),육군훈련소,6,0,-6,0
2023년9월,수송운용(중졸),육군훈련소,41,0,-41,0
2023년9월,견인차량운전(중졸),육군훈련소,2,0,-2,0
2023년9월,지게차운전(중졸),육군훈련소,1,0,-1,0
2023년9월,전문간호,육군훈련소,6,0,-6,0
2023년9월,신호정보/전자전운용,육군훈련소,28,0,-28,0
