군구분,검사구분코드,검사지침구분,검사지침코드,검사지침코드명,자격면허등급
공군,BJ01,자격,U20C,축산식품가공_L2,기능사급
공군,BJ01,자격,U25C,축산식품가공_L2,기능사급
해병,BJ20,자격,2491,축산산업기사,산업기사급
해병,BJ08,자격,2491,축산산업기사,산업기사급
해병,BJ01,자격,2491,축산산업기사,산업기사급
해군,BJ08,자격,2491,축산산업기사,산업기사급
해군,BJ01,자격,2491,축산산업기사,산업기사급
해군,3011,자격,2491,축산산업기사,산업기사급
육군,8034,자격,2491,축산산업기사,산업기사급
공군,BJ01,자격,2491,축산산업기사,산업기사급
해병,BJ20,자격,0851,축산기술사,기사급이상
해병,BJ08,자격,0851,축산기술사,기사급이상
해병,BJ01,자격,0851,축산기술사,기사급이상
해군,BJ08,자격,0851,축산기술사,기사급이상
해군,BJ01,자격,0851,축산기술사,기사급이상
해군,3011,자격,0851,축산기술사,기사급이상
육군,8034,자격,0851,축산기술사,기사급이상
해병,BJ20,자격,1581,축산기사,기사급이상
해병,BJ08,자격,1581,축산기사,기사급이상
해병,BJ01,자격,1581,축산기사,기사급이상
해군,BJ08,자격,1581,축산기사,기사급이상
해군,BJ01,자격,1581,축산기사,기사급이상
해군,3011,자격,1581,축산기사,기사급이상
육군,8034,자격,1581,축산기사,기사급이상
공군,BJ01,자격,1581,축산기사,기사급이상
해병,BJ20,자격,7481,축산기능사,기능사급
해병,BJ08,자격,7481,축산기능사,기능사급
해병,BJ01,자격,7481,축산기능사,기능사급
해군,BJ08,자격,7481,축산기능사,기능사급
해군,BJ01,자격,7481,축산기능사,기능사급
해군,3011,자격,7481,축산기능사,기능사급
육군,8034,자격,7481,축산기능사,기능사급
육군,8034,자격,F481,축산기능사,기능사급
공군,BJ01,자격,7481,축산기능사,기능사급
공군,BJ01,자격,F481,축산기능사,기능사급
해병,3105,자격,8381,축로기능사보,기능사급
해군,BJ07,자격,8381,축로기능사보,기능사급
해군,3009,자격,8381,축로기능사보,기능사급
공군,BJ07,자격,8381,축로기능사보,기능사급
해병,BJ20,자격,6381,축로기능사,기능사급
해병,BJ01,자격,6381,축로기능사,기능사급
해병,3105,자격,6381,축로기능사,기능사급
해군,BJ07,자격,6381,축로기능사,기능사급
해군,BJ01,자격,6381,축로기능사,기능사급
해군,3009,자격,6381,축로기능사,기능사급
육군,1101,자격,6381,축로기능사,기능사급
육군,1101,자격,E381,축로기능사,기능사급
공군,BJ07,자격,6381,축로기능사,기능사급
해병,BJ20,자격,B55D,총무·인사_L5,기사급이상
해병,BJ20,자격,B50D,총무·인사_L5,기사급이상
해병,BJ01,자격,B55D,총무·인사_L5,기사급이상
해병,BJ01,자격,B50D,총무·인사_L5,기사급이상
해군,BJ01,자격,B55D,총무·인사_L5,기사급이상
해군,BJ01,자격,B50D,총무·인사_L5,기사급이상
공군,BJ01,자격,B55D,총무·인사_L5,기사급이상
공군,BJ01,자격,B50D,총무·인사_L5,기사급이상
해병,BJ20,자격,B35B,총무·인사_L3,산업기사급
해병,BJ20,자격,3B0F,총무·인사_L3,산업기사급
해병,BJ20,자격,B30B,총무·인사_L3,산업기사급
해병,BJ01,자격,B35B,총무·인사_L3,산업기사급
해병,BJ01,자격,3B0F,총무·인사_L3,산업기사급
해병,BJ01,자격,B30B,총무·인사_L3,산업기사급
해군,BJ01,자격,B30B,총무·인사_L3,산업기사급
해군,BJ01,자격,3B0F,총무·인사_L3,산업기사급
해군,BJ01,자격,B35B,총무·인사_L3,산업기사급
공군,BJ01,자격,B30B,총무·인사_L3,산업기사급
공군,BJ01,자격,B35B,총무·인사_L3,산업기사급
공군,BJ01,자격,3B0F,총무·인사_L3,산업기사급
해병,BJ20,자격,2612,초음파비파괴검사산업기사,산업기사급
해병,BJ07,자격,2612,초음파비파괴검사산업기사,산업기사급
해병,BJ01,자격,2612,초음파비파괴검사산업기사,산업기사급
해병,3105,자격,2612,초음파비파괴검사산업기사,산업기사급
해병,3104,자격,2612,초음파비파괴검사산업기사,산업기사급
해군,BJ11,자격,2612,초음파비파괴검사산업기사,산업기사급
해군,BJ07,자격,2612,초음파비파괴검사산업기사,산업기사급
해군,BJ01,자격,2612,초음파비파괴검사산업기사,산업기사급
해군,3009,자격,2612,초음파비파괴검사산업기사,산업기사급
해군,3005,자격,2612,초음파비파괴검사산업기사,산업기사급
육군,7031,자격,2612,초음파비파괴검사산업기사,산업기사급
공군,BJ07,자격,2612,초음파비파괴검사산업기사,산업기사급
해병,BJ20,자격,1612,초음파비파괴검사기사,기사급이상
해병,BJ07,자격,1612,초음파비파괴검사기사,기사급이상
해병,BJ01,자격,1612,초음파비파괴검사기사,기사급이상
해병,3105,자격,1612,초음파비파괴검사기사,기사급이상
해병,3104,자격,1612,초음파비파괴검사기사,기사급이상
해군,BJ11,자격,1612,초음파비파괴검사기사,기사급이상
해군,BJ07,자격,1612,초음파비파괴검사기사,기사급이상
해군,BJ01,자격,1612,초음파비파괴검사기사,기사급이상
해군,3009,자격,1612,초음파비파괴검사기사,기사급이상
해군,3005,자격,1612,초음파비파괴검사기사,기사급이상
육군,7031,자격,1612,초음파비파괴검사기사,기사급이상
공군,BJ07,자격,1612,초음파비파괴검사기사,기사급이상
해병,BJ20,자격,7472,초음파비파괴검사기능사,기능사급
해병,BJ07,자격,7472,초음파비파괴검사기능사,기능사급
해병,BJ01,자격,7472,초음파비파괴검사기능사,기능사급
해병,3105,자격,7472,초음파비파괴검사기능사,기능사급
해병,3104,자격,7472,초음파비파괴검사기능사,기능사급
해군,BJ11,자격,7472,초음파비파괴검사기능사,기능사급
해군,BJ07,자격,7472,초음파비파괴검사기능사,기능사급
해군,BJ01,자격,7472,초음파비파괴검사기능사,기능사급
해군,3009,자격,7472,초음파비파괴검사기능사,기능사급
해군,3005,자격,7472,초음파비파괴검사기능사,기능사급
육군,7031,자격,7472,초음파비파괴검사기능사,기능사급
공군,BJ07,자격,7472,초음파비파괴검사기능사,기능사급
공군,BJ01,자격,7472,초음파비파괴검사기능사,기능사급
해군,BJ01,자격,5932,초등학교정교사2급,기사급이상
공군,BJ01,자격,5932,초등학교정교사2급,기사급이상
공군,BJ01,자격,5931,초등학교정교사1급,기사급이상
공군,BJ01,자격,5931,초등학교정교사1급,기사급이상
공군,BJ01,자격,4025,초등학교정교사,기사급이상
해병,BJ20,면허,A0496,초경량비행장치조종자(무인헬리콥터),일반면허공인
해병,BJ07,면허,A0496,초경량비행장치조종자(무인헬리콥터),일반면허공인
해병,BJ01,면허,A0496,초경량비행장치조종자(무인헬리콥터),기능사급
해군,BJ11,면허,A0496,초경량비행장치조종자(무인헬리콥터),일반면허공인
해군,BJ01,면허,A0496,초경량비행장치조종자(무인헬리콥터),일반면허공인
해군,BJ01,면허,A0496,초경량비행장치조종자(무인헬리콥터),기능사급
육군,0053,면허,A0496,초경량비행장치조종자(무인헬리콥터),일반면허공인
공군,BJ01,면허,A0496,초경량비행장치조종자(무인헬리콥터),기능사급
공군,BJ01,면허,A0496,초경량비행장치조종자(무인헬리콥터),일반면허공인
육군,0053,면허,A0547,초경량비행장치조종자(무인비행선),일반면허공인
육군,0053,면허,A0546,초경량비행장치조종자(무인비행기),일반면허공인
해병,BJ20,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
해병,BJ07,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
해병,BJ01,면허,A0495,초경량비행장치조종자(무인멀티콥터),기능사급
해병,BJ01,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
해군,BJ11,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
해군,BJ01,면허,A0495,초경량비행장치조종자(무인멀티콥터),기능사급
해군,BJ01,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
육군,0053,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
공군,BJ01,면허,A0495,초경량비행장치조종자(무인멀티콥터),기능사급
공군,BJ01,면허,A0495,초경량비행장치조종자(무인멀티콥터),일반면허공인
육군,0053,면허,A0572,초경량비행장치 지도조종자(무인헬리콥터),일반면허공인
육군,0053,면허,A0575,초경량비행장치 지도조종자(무인비행선),일반면허공인
육군,0053,면허,A0574,초경량비행장치 지도조종자(무인비행기),일반면허공인
육군,0053,면허,A0573,초경량비행장치 지도조종자(무인멀티콥터),일반면허공인
해병,BJ20,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
해병,BJ07,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
해병,BJ01,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
해군,BJ11,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
해군,BJ01,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
육군,0053,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
공군,BJ01,면허,A0603,초경량비행장치 조종자(무인헬리콥터 2종),일반면허공인
해병,BJ20,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허공인
해병,BJ07,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허공인
해병,BJ01,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허공인
해군,BJ11,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허공인
해군,BJ01,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허공인
육군,0053,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허비공인
공군,BJ01,면허,A0602,초경량비행장치 조종자(무인헬리콥터 1종),일반면허공인
해병,BJ20,면허,A0689,초경량비행장치 조종자(무인헬리콥터 1~3종),일반면허공인
해병,BJ07,면허,A0689,초경량비행장치 조종자(무인헬리콥터 1~3종),일반면허공인
해병,BJ01,면허,A0689,초경량비행장치 조종자(무인헬리콥터 1~3종),일반면허공인
해군,BJ11,면허,A0689,초경량비행장치 조종자(무인헬리콥터 1~3종),일반면허공인
해군,BJ01,면허,A0689,초경량비행장치 조종자(무인헬리콥터 1~3종),일반면허공인
공군,BJ01,면허,A0689,초경량비행장치 조종자(무인헬리콥터 1~3종),일반면허공인
해병,BJ20,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
해병,BJ07,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
해병,BJ01,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
해군,BJ11,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
해군,BJ01,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
육군,0053,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
공군,BJ01,면허,A0607,초경량비행장치 조종자(무인비행기 2종),일반면허공인
해병,BJ20,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
해병,BJ07,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
해병,BJ01,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
해군,BJ11,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
해군,BJ01,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
육군,0053,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
공군,BJ01,면허,A0606,초경량비행장치 조종자(무인비행기 1종),일반면허공인
해병,BJ20,면허,A0687,초경량비행장치 조종자(무인비행기 1~3종),일반면허공인
해병,BJ07,면허,A0687,초경량비행장치 조종자(무인비행기 1~3종),일반면허공인
해병,BJ01,면허,A0687,초경량비행장치 조종자(무인비행기 1~3종),일반면허공인
해군,BJ11,면허,A0687,초경량비행장치 조종자(무인비행기 1~3종),일반면허공인
해군,BJ01,면허,A0687,초경량비행장치 조종자(무인비행기 1~3종),일반면허공인
공군,BJ01,면허,A0687,초경량비행장치 조종자(무인비행기 1~3종),일반면허공인
해병,BJ20,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
해병,BJ07,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
해병,BJ01,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
해군,BJ11,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
해군,BJ11,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
해군,BJ01,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
육군,0053,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
공군,BJ01,면허,A0605,초경량비행장치 조종자(무인멀티콥터 2종),일반면허공인
해병,BJ20,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
해병,BJ07,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
해병,BJ01,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
해군,BJ11,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
해군,BJ01,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
육군,0053,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
공군,BJ01,면허,A0604,초경량비행장치 조종자(무인멀티콥터 1종),일반면허공인
해병,BJ20,면허,A0688,초경량비행장치 조종자(무인멀티콥터 1~3종),일반면허공인
해병,BJ07,면허,A0688,초경량비행장치 조종자(무인멀티콥터 1~3종),일반면허공인
해병,BJ01,면허,A0688,초경량비행장치 조종자(무인멀티콥터 1~3종),일반면허공인
해군,BJ11,면허,A0688,초경량비행장치 조종자(무인멀티콥터 1~3종),일반면허공인
해군,BJ01,면허,A0688,초경량비행장치 조종자(무인멀티콥터 1~3종),일반면허공인
공군,BJ01,면허,A0688,초경량비행장치 조종자(무인멀티콥터 1~3종),일반면허공인
해병,BJ20,자격,0412,초경량비행장치 조종자,일반면허공인
해병,BJ01,자격,0412,초경량비행장치 조종자,일반면허공인
해군,BJ01,자격,0412,초경량비행장치 조종자,일반면허공인
공군,BJ01,자격,0412,초경량비행장치 조종자,일반면허공인
육군,0053,면허,A0568,초경량비행장치 실기평가조종자(무인헬리콥터),일반면허공인
육군,0053,면허,A0571,초경량비행장치 실기평가조종자(무인비행선),일반면허공인
