입영월,군사특기명,입영부대,총점
23년8월입영,장비수리부속공구보급,육군훈련소,55
23년8월입영,재정회계,육군훈련소,75
23년8월입영,전기설비,육군훈련소,91
23년8월입영,전문물리치료,육군훈련소,83
23년8월입영,전문방사선촬영,육군훈련소,74
23년8월입영,전문약제,육군훈련소,80
23년8월입영,전문임상병리,육군훈련소,79
23년8월입영,전문치과,육군훈련소,77
23년8월입영,전술C4I운용/정비,육군훈련소,53
23년8월입영,전술통신장비운용/정비,육군훈련소,46
23년8월입영,전장이동통제,육군훈련소,73
23년8월입영,전차정비,육군훈련소,60
23년8월입영,정보체계운용/정비,육군훈련소,56
23년8월입영,정보통신망관리장비운용/정비,육군훈련소,60
23년8월입영,조리,육군훈련소,46
23년8월입영,조리(중졸),육군훈련소,51
23년8월입영,지게차운전,육군훈련소,62
23년8월입영,지원보급,육군훈련소,49
23년8월입영,차량정비,육군훈련소,89
23년8월입영,천마운용/정비,육군훈련소,60
23년8월입영,크레인운용,육군훈련소,67
23년8월입영,탄약관리,육군훈련소,56
23년8월입영,편성보급,육군훈련소,56
23년8월입영,포병레이더,육군훈련소,56
23년8월입영,포병측지,육군훈련소,57
23년8월입영,항공운항/관제,육군훈련소,66
23년8월입영,항만운용,육군훈련소,65
23년8월입영,현무포병,육군훈련소,58
23년8월입영,화생방제독,육군훈련소,52
